Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
AB11 5SS,57.146342,-2.093437,394445,806165,NJ944061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 01","Large urban area",
AB11 5TG,57.1459,-2.095221,394337,806116,NJ943061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,2007-10-01,"","",,,"","","City Centre East - 01","Large urban area",
AB11 5TJ,57.14699,-2.091588,394557,806237,NJ945062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 03","Large urban area",
AB11 5TP,57.146744,-2.096,394290,806210,NJ942062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-07-01,1996-07-01,"","",,,"","","City Centre East - 02","Large urban area",
AB11 5TU,57.147248,-2.095439,394324,806266,NJ943062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,2008-05-01,"","",,,"","","City Centre East - 03","Large urban area",
AB11 5UQ,57.146605,-2.090166,394643,806194,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,1999-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5UZ,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1996-06-01,2006-04-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5WN,57.148084,-2.094665,394371,806359,NJ943063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,2002-10-01,"","",,,"","","City Centre West - 05","Large urban area",
AB11 5WP,57.148102,-2.093822,394422,806361,NJ944063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1998-01-01,1998-07-01,"","",,,"","","City Centre East - 03","Large urban area",
AB11 5XB,57.150805,-2.082325,395118,806661,NJ951066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,2000-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5XY,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2003-04-01,2004-07-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5XZ,57.148084,-2.094665,394371,806359,NJ943063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",2002-09-01,2005-09-01,"","",,,"","","City Centre West - 05","Large urban area",
AB11 5YA,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2007-06-01,2007-07-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YB,57.146632,-2.089604,394677,806197,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-12-01,2000-07-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5YD,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2003-06-01,,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YE,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1998-12-01,1999-12-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YF,57.146605,-2.090166,394643,806194,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,1998-06-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5YG,57.146632,-2.089604,394677,806197,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",2001-01-01,2001-02-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5YJ,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1999-06-01,2010-05-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YL,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2004-05-01,,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YN,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1999-06-01,2003-03-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YP,57.146632,-2.089604,394677,806197,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1999-12-01,2000-09-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5YQ,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2002-01-01,2002-03-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YR,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2002-01-01,2002-03-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YS,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2002-06-01,2004-02-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YT,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2001-12-01,2005-11-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5YU,57.148032,-2.092318,394513,806353,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 03","Large urban area",
AB11 5YW,57.146632,-2.089604,394677,806197,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1997-12-01,2000-07-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5YX,57.146605,-2.090166,394643,806194,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1997-12-01,1998-12-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5ZB,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2000-12-01,2004-09-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5ZD,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2000-12-01,2006-01-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5ZE,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2000-12-01,2007-05-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5ZF,57.148032,-2.092318,394513,806353,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",2001-01-01,2001-01-01,"","",,,"","","City Centre East - 03","Large urban area",
AB11 5ZG,57.146632,-2.089604,394677,806197,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",2003-06-01,2004-03-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 5ZH,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2008-03-01,,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5ZN,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",2004-06-01,2006-07-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 5ZQ,57.148032,-2.092318,394513,806353,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",2000-05-01,2000-07-01,"","",,,"","","City Centre East - 03","Large urban area",
AB11 6AA,57.144017,-2.103115,393859,805907,NJ938059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",,,"","","City Centre East - 04","Large urban area",
AB11 6AB,57.146299,-2.09071,394610,806160,NJ946061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-07-01,1996-07-01,"","",,,"","","Hanover South - 01","Large urban area",
AB11 6AD,57.145169,-2.09973,394064,806035,NJ940060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",2014-03-01,,"","",,,"","","City Centre East - 02","Large urban area",
AB11 6AH,57.144044,-2.102421,393901,805910,NJ939059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2005-01-01,2005-01-01,"","",,,"","","City Centre East - 04","Large urban area",
AB11 6AN,57.143685,-2.102271,393910,805870,NJ939058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1997-06-01,"","",,,"","","City Centre East - 04","Large urban area",
AB11 6AR,57.14446,-2.099712,394065,805956,NJ940059,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6AT,57.111344,-2.093993,394406,802269,NJ944022,"","Aberdeen City","Kincorth/Loirston", S12000033,S13002488,Scotland,S99999999,"Aberdeen South",1996-06-01,2007-05-01,"","",,,"","","Kincorth, Leggart and Nigg South - 01","Large urban area",
AB11 6AW,57.143899,-2.103825,393816,805894,NJ938058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2000-06-01,,"","",84,51,"","","City Centre East - 04","Large urban area",
AB11 6AY,57.144214,-2.103462,393838,805929,NJ938059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2000-12-01,,"","",52,30,"","","City Centre East - 04","Large urban area",
AB11 6AZ,57.142869,-2.111027,393380,805780,NJ933057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6BA,57.144878,-2.104224,393792,806003,NJ937060,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",14,8,"","","City Centre West - 05","Large urban area",
AB11 6BB,57.145158,-2.103085,393861,806034,NJ938060,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",26,10,"","","City Centre West - 05","Large urban area",
AB11 6BD,57.146608,-2.098131,394161,806195,NJ941061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre East - 02","Large urban area",
AB11 6BE,57.145348,-2.100656,394008,806055,NJ940060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre East - 02","Large urban area",
AB11 6BF,57.142778,-2.102054,393923,805769,NJ939057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2002-07-01,2002-07-01,"","",,,"","","City Centre East - 04","Large urban area",
AB11 6BG,57.145734,-2.100938,393991,806098,NJ939060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",0,0,"","","City Centre West - 05","Large urban area",
AB11 6BH,57.14614,-2.099601,394072,806143,NJ940061,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,,"","",5,4,"","","City Centre East - 02","Large urban area",
AB11 6BJ,57.144745,-2.102109,393920,805988,NJ939059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",,,"","","City Centre West - 05","Large urban area",
AB11 6BL,57.142833,-2.110812,393393,805776,NJ933057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2000-12-01,2003-05-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6BN,57.143734,-2.107592,393588,805876,NJ935058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2014-11-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6BP,57.145221,-2.10216,393917,806041,NJ939060,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",,,"","","City Centre West - 05","Large urban area",
AB11 6BQ,57.144635,-2.104835,393755,805976,NJ937059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6BR,57.14432,-2.105727,393701,805941,NJ937059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",21,12,"","","City Centre West - 01","Large urban area",
AB11 6BS,57.143861,-2.107113,393617,805890,NJ936058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6BT,57.143734,-2.107592,393588,805876,NJ935058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",13,7,"","","City Centre West - 01","Large urban area",
AB11 6BU,57.142663,-2.100104,394041,805756,NJ940057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2000-10-01,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6BW,57.144311,-2.106222,393671,805940,NJ936059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2001-06-01,2003-05-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6BX,57.143599,-2.108616,393526,805861,NJ935058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6BZ,57.144251,-2.102653,393887,805933,NJ938059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2003-09-01,"","",,,"","","City Centre East - 01","Large urban area",
AB11 6DA,57.143356,-2.109442,393476,805834,NJ934058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",1,1,"","","City Centre West - 01","Large urban area",
AB11 6DB,57.143031,-2.110647,393403,805798,NJ934057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6DD,57.143737,-2.104205,393793,805876,NJ937058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",85,55,"","","City Centre West - 01","Large urban area",
AB11 6DE,57.141571,-2.105653,393705,805635,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6DF,57.142316,-2.106101,393678,805718,NJ936057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6DG,57.14219,-2.106415,393659,805704,NJ936057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1996-12-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6DH,57.142064,-2.106745,393639,805690,NJ936056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6DJ,57.142738,-2.106416,393659,805765,NJ936057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",20,11,"","","City Centre West - 01","Large urban area",
AB11 6DL,57.142719,-2.107771,393577,805763,NJ935057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",9,2,"","","City Centre West - 01","Large urban area",
AB11 6DN,57.141894,-2.106282,393667,805671,NJ936056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6DP,57.143329,-2.10888,393510,805831,NJ935058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",41,24,"","","City Centre West - 01","Large urban area",
AB11 6DQ,57.144716,-2.104389,393782,805985,NJ937059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6DR,57.144357,-2.104587,393770,805945,NJ937059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6DS,57.14275,-2.103524,393834,805766,NJ938057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",51,30,"","","City Centre East - 04","Large urban area",
AB11 6DT,57.144257,-2.105875,393692,805934,NJ936059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6DU,57.142279,-2.108282,393546,805714,NJ935057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",23,10,"","","City Centre West - 01","Large urban area",
AB11 6DW,57.142674,-2.107903,393569,805758,NJ935057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,1998-06-01,"","",,,"","","City Centre West - 01","Large urban area",
AB11 6DX,57.144627,-2.104174,393795,805975,NJ937059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1998-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6DY,57.143477,-2.103378,393843,805847,NJ938058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",13,10,"","","City Centre East - 04","Large urban area",
AB11 6DZ,57.143352,-2.102716,393883,805833,NJ938058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",2007-10-01,,"","",0,0,"","","City Centre East - 04","Large urban area",
AB11 6EA,57.143655,-2.105659,393705,805867,NJ937058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",13,6,"","","City Centre West - 01","Large urban area",
AB11 6EB,57.142838,-2.105144,393736,805776,NJ937057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",31,18,"","","City Centre West - 01","Large urban area",
AB11 6ED,57.142111,-2.104696,393763,805695,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",58,21,"","","City Centre West - 01","Large urban area",
AB11 6EE,57.142669,-2.103045,393863,805757,NJ938057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",35,5,"","","City Centre East - 04","Large urban area",
AB11 6EF,57.141852,-2.102531,393894,805666,NJ938056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",56,33,"","","City Centre East - 04","Large urban area",
AB11 6EG,57.141662,-2.104001,393805,805645,NJ938056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",2,1,"","","City Centre East - 04","Large urban area",
AB11 6EH,57.14133,-2.104214,393792,805608,NJ937056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",26,9,"","","City Centre East - 04","Large urban area",
AB11 6EJ,57.141087,-2.104462,393777,805581,NJ937055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",30,11,"","","City Centre West - 01","Large urban area",
AB11 6EL,57.142371,-2.105358,393723,805724,NJ937057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",53,7,"","","City Centre West - 01","Large urban area",
AB11 6EN,57.143007,-2.107392,393600,805795,NJ936057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",5,4,"","","City Centre West - 01","Large urban area",
AB11 6EP,57.142303,-2.111604,393345,805717,NJ933057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6EQ,57.142286,-2.109753,393457,805715,NJ934057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre West - 01","Large urban area",
AB11 6ER,57.141044,-2.112442,393294,805577,NJ932055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",41,22,"","","City Centre West - 02","Large urban area",
AB11 6ES,57.140823,-2.108393,393539,805552,NJ935055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",39,23,"","","City Centre West - 02","Large urban area",
AB11 6ET,57.143469,-2.102452,393899,805846,NJ938058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre East - 04","Large urban area",
AB11 6EU,57.142471,-2.103722,393822,805735,NJ938057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",2,1,"","","City Centre East - 04","Large urban area",
AB11 6EW,57.142444,-2.104118,393798,805732,NJ937057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",55,35,"","","City Centre West - 01","Large urban area",
AB11 6EX,57.143766,-2.102172,393916,805879,NJ939058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",33,12,"","","City Centre East - 04","Large urban area",
AB11 6EY,57.141225,-2.111501,393351,805597,NJ933055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",43,21,"","","City Centre West - 02","Large urban area",
AB11 6EZ,57.14318,-2.10417,393795,805814,NJ937058,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",7,5,"","","City Centre West - 01","Large urban area",
AB11 6FA,57.144997,-2.101432,393961,806016,NJ939060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1996-06-01,2003-01-01,"","",,,"","","City Centre West - 05","Large urban area",
AB11 6FB,57.144015,-2.105164,393735,805907,NJ937059,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1998-06-01,,"","",106,47,"","","City Centre West - 01","Large urban area",
AB11 6FD,57.142699,-2.100203,394035,805760,NJ940057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",0,0,"","","City Centre East - 01","Large urban area",
AB11 6FE,57.137543,-2.1104,393417,805187,NJ934051,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,2000-09-01,"","",,,"","","Ferryhill North - 05","Large urban area",
AB11 6FF,57.142086,-2.102498,393896,805692,NJ938056,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",54,43,"","","City Centre East - 04","Large urban area",
AB11 6FG,57.142965,-2.104351,393784,805790,NJ937057,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",56,36,"","","City Centre West - 01","Large urban area",
AB11 6FH,57.140255,-2.110705,393399,805489,NJ933054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",,,"","","City Centre West - 02","Large urban area",
AB11 6FJ,57.141057,-2.108559,393529,805578,NJ935055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",38,23,"","","City Centre West - 01","Large urban area",
AB11 6FL,57.139539,-2.108274,393546,805409,NJ935054,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",73,39,"","","Ferryhill North - 05","Large urban area",
AB11 6FN,57.141064,-2.110047,393439,805579,NJ934055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",63,35,"","","City Centre West - 02","Large urban area",
AB11 6FP,57.141028,-2.111038,393379,805575,NJ933055,"","Aberdeen City","Torry/Ferryhill", S12000033,S13002487,Scotland,S99999999,"Aberdeen South",1996-06-01,,"","",60,34,"","","City Centre West - 02","Large urban area",
