Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
AB2 5LB,57.161327,-2.162532,390268,807841,NJ902078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Sheddocksley - 06","Large urban area",
AB2 5LD,57.161442,-2.164086,390174,807854,NJ901078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Sheddocksley - 06","Large urban area",
AB2 5LE,57.161027,-2.134723,391950,807804,NJ919078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5LF,57.161007,-2.137054,391809,807802,NJ918078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5LG,57.161338,-2.13856,391718,807839,NJ917078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5LH,57.16114,-2.138278,391735,807817,NJ917078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5LJ,57.162017,-2.163626,390202,807918,NJ902079,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Northfield - 05","Large urban area",
AB2 5LL,57.16212,-2.160634,390383,807929,NJ903079,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Northfield - 04","Large urban area",
AB2 5LN,57.162214,-2.157014,390602,807939,NJ906079,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5LP,57.162271,-2.154898,390730,807945,NJ907079,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5LQ,57.161744,-2.152002,390905,807886,NJ909078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5LR,57.162284,-2.151095,390960,807946,NJ909079,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5LS,57.161702,-2.150051,391023,807881,NJ910078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5LT,57.161226,-2.149884,391033,807828,NJ910078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5LU,57.161525,-2.139387,391668,807860,NJ916078,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5LW,57.162289,-2.139439,391665,807945,NJ916079,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 03","Large urban area",
AB2 5LX,57.161138,-2.148313,391128,807818,NJ911078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5LY,57.160062,-2.130702,392193,807696,NJ921076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 06","Large urban area",
AB2 5LZ,57.159766,-2.138454,391724,807664,NJ917076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 04","Large urban area",
AB2 5NA,57.161202,-2.147371,391185,807825,NJ911078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 03","Large urban area",
AB2 5NB,57.159113,-2.151545,390932,807593,NJ909075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5ND,57.157998,-2.152615,390867,807469,NJ908074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5NE,57.159831,-2.135958,391875,807671,NJ918076,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5NF,57.160475,-2.130125,392228,807742,NJ922077,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 07","Large urban area",
AB2 5NG,57.156095,-2.150822,390975,807257,NJ909072,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 07","Large urban area",
AB2 5NH,57.158658,-2.148849,391095,807542,NJ910075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5NJ,57.157931,-2.155888,390669,807462,NJ906074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5NL,57.1589,-2.156289,390645,807570,NJ906075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5NN,57.158882,-2.1569,390608,807568,NJ906075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5NP,57.159105,-2.158025,390540,807593,NJ905075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5NQ,57.159401,-2.15844,390515,807626,NJ905076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5NR,57.159775,-2.160541,390388,807668,NJ903076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5NS,57.158885,-2.161017,390359,807569,NJ903075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5NT,57.158743,-2.160388,390397,807553,NJ903075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5NU,57.161375,-2.144892,391335,807844,NJ913078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 03","Large urban area",
AB2 5NW,57.161671,-2.145273,391312,807877,NJ913078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 03","Large urban area",
AB2 5NX,57.157826,-2.160252,390405,807451,NJ904074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5NY,57.162203,-2.144134,391381,807936,NJ913079,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 03","Large urban area",
AB2 5NZ,57.163083,-2.144502,391359,808034,NJ913080,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 03","Large urban area",
AB2 5PA,57.157819,-2.158714,390498,807450,NJ904074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PB,57.158152,-2.158319,390522,807487,NJ905074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5PD,57.157218,-2.15815,390532,807383,NJ905073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PE,57.171554,-2.144551,391358,808977,NJ913089,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Heathryfold and Middlefield - 04","Large urban area",
AB2 5PF,57.170711,-2.143341,391431,808883,NJ914088,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Heathryfold and Middlefield - 04","Large urban area",
AB2 5PH,57.164104,-2.13895,391695,808147,NJ916081,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 02","Large urban area",
AB2 5PJ,57.157652,-2.155953,390665,807431,NJ906074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PL,57.157368,-2.153604,390807,807399,NJ908073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PN,57.156979,-2.155818,390673,807356,NJ906073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PP,57.156877,-2.158462,390513,807345,NJ905073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PQ,57.157331,-2.160993,390360,807396,NJ903073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PR,57.15728,-2.159324,390461,807390,NJ904073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PS,57.157682,-2.160995,390360,807435,NJ903074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PT,57.156415,-2.160791,390372,807294,NJ903072,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PU,57.157267,-2.148,391146,807387,NJ911073,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5PW,57.156611,-2.147898,391152,807314,NJ911073,"","Aberdeen City","Hilton/Stockethill", S12000033,S13002480,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Stockethill - 01","Large urban area",
AB2 5PX,57.156245,-2.160394,390396,807275,NJ903072,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PY,57.156154,-2.161352,390338,807265,NJ903072,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5PZ,57.155416,-2.162721,390255,807183,NJ902071,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5QA,57.15648,-2.159237,390466,807301,NJ904073,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5QB,57.157118,-2.151934,390908,807371,NJ909073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5QD,57.156624,-2.152113,390897,807316,NJ908073,"","Aberdeen City","Kingswells/Sheddocksley", S12000033,S13002478,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 07","Large urban area",
AB2 5QE,57.158777,-2.161545,390327,807557,NJ903075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5QF,57.156999,-2.161405,390335,807359,NJ903073,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5QG,57.160141,-2.162427,390274,807709,NJ902077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5QH,57.158992,-2.16229,390282,807581,NJ902075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5QJ,57.157847,-2.150813,390976,807452,NJ909074,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 05","Large urban area",
AB2 5QL,57.159113,-2.151115,390958,807593,NJ909075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5QN,57.159583,-2.148637,391108,807645,NJ911076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5QP,57.16003,-2.150441,390999,807695,NJ909076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5QQ,57.161044,-2.15147,390937,807808,NJ909078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5QR,57.161324,-2.150645,390987,807839,NJ909078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5QS,57.161328,-2.154497,390754,807840,NJ907078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5QT,57.160732,-2.157421,390577,807774,NJ905077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5QU,57.161202,-2.161853,390309,807827,NJ903078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Northfield - 04","Large urban area",
AB2 5QW,57.160367,-2.1618,390312,807734,NJ903077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5QX,57.16127,-2.157539,390570,807834,NJ905078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5QY,57.160338,-2.163271,390223,807731,NJ902077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Mastrick - 02","Large urban area",
AB2 5QZ,57.160607,-2.163537,390207,807761,NJ902077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Sheddocksley - 06","Large urban area",
AB2 5RA,57.161132,-2.160431,390395,807819,NJ903078,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Northfield - 04","Large urban area",
AB2 5RB,57.160557,-2.160495,390391,807755,NJ903077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5RD,57.160505,-2.159238,390467,807749,NJ904077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5RE,57.160571,-2.149121,391079,807755,NJ910077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5RF,57.160059,-2.149433,391060,807698,NJ910076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5RG,57.158384,-2.152385,390881,807512,NJ908075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5RH,57.158422,-2.151228,390951,807516,NJ909075,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 01","Large urban area",
AB2 5RJ,57.160272,-2.158626,390504,807723,NJ905077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5RL,57.160243,-2.160477,390392,807720,NJ903077,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5RN,57.159848,-2.159649,390442,807676,NJ904076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
AB2 5RP,57.159747,-2.154689,390742,807664,NJ907076,"","Aberdeen City","Northfield", S12000033,S13002479,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","Cummings Park - 04","Large urban area",
